,Discount Amount,Discount Flag,Price Category,Color Diversity Score,Is Just In,Is Best Seller,Is Coming Soon,Is Member Product,Is Sustainable Materials,Is Launching in SNKRS,Is Sold Out,Is Available in SNKRS,Is Customize,Title Word Count,Subtitle Word Count,Marketing Appeal Score,Sale Quantity
30,0.0,0,2,4,0,0,0,0,0,0,0,0,0,4,2,5,817
31,0.0,0,2,3,0,0,0,0,0,0,0,0,0,4,2,2,521
32,0.0,0,2,4,0,0,0,0,0,0,0,0,0,4,2,1,689
33,0.0,0,2,2,0,0,0,0,0,0,0,0,0,4,2,5,108
34,0.0,0,2,4,0,0,0,0,0,0,0,0,0,6,2,3,542
35,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,2,102
36,0.0,0,2,4,0,0,0,0,0,0,0,0,0,4,2,1,923
37,60.03,1,1,4,0,0,0,0,0,0,0,0,0,4,2,10,423
38,60.03,1,1,3,0,0,0,0,0,0,0,0,0,4,2,7,424
39,44.03,1,2,4,0,0,0,0,0,0,0,0,0,4,2,8,321
40,60.03,1,1,4,0,0,0,1,0,0,0,0,0,4,2,7,295
41,60.03,1,1,4,0,0,0,0,0,0,0,0,0,4,2,1,319
42,60.03,1,1,4,0,0,0,0,0,0,0,0,0,4,2,6,287
43,0.0,0,2,4,0,0,0,0,0,0,0,0,0,4,2,7,772
44,0.0,0,2,2,0,1,0,0,0,0,0,0,0,4,3,9,826
45,36.03,1,1,3,0,1,0,0,0,0,0,0,0,4,3,8,906
46,36.03,1,1,4,0,1,0,0,0,0,0,0,0,4,3,8,920
47,36.03,1,1,3,0,1,0,0,0,0,0,0,0,4,3,9,936
48,36.03,1,1,4,0,1,0,0,0,0,0,0,0,4,3,10,928
49,36.03,1,1,3,0,1,0,0,0,0,0,0,0,4,3,10,999
50,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,10,810
51,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,8,972
52,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,8,839
53,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,8,814
54,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,9,942
55,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,9,995
56,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,8,927
57,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,9,874
58,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,10,814
59,0.0,0,2,2,0,1,0,0,0,0,0,0,0,4,3,9,836
60,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,10,989
61,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,9,837
62,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,9,899
63,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,9,931
64,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,9,892
65,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,10,863
66,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,4,10,870
67,30.03,1,2,4,0,0,0,1,0,0,0,0,0,4,4,1,403
68,28.03,1,2,3,0,1,0,0,0,0,0,0,0,3,4,10,959
69,28.03,1,2,4,0,1,0,0,0,0,0,0,0,3,4,10,953
70,28.03,1,2,3,0,1,0,0,0,0,0,0,0,3,4,10,974
71,28.03,1,2,4,0,0,0,0,0,0,0,0,0,3,4,7,494
72,0.0,0,2,3,0,1,0,0,0,0,0,0,0,3,4,9,902
73,0.0,0,2,3,0,1,0,0,0,0,0,0,0,3,4,9,835
74,0.0,0,2,3,0,1,0,0,0,0,0,0,0,3,4,10,848
75,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,4,9,878
76,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,4,9,928
77,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,4,10,825
78,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,4,10,882
79,0.0,0,2,4,0,0,0,0,1,0,0,0,0,4,4,4,947
80,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,9,746
81,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,4,9,834
82,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,4,8,988
83,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,9,717
84,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,4,9,975
85,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,4,9,829
86,0.0,0,2,4,0,0,0,0,0,0,0,0,0,5,4,6,784
87,0.0,0,2,4,0,0,0,0,0,0,0,0,0,4,4,4,605
88,0.0,0,2,4,0,0,0,0,1,0,0,0,0,4,3,9,980
89,56.03,1,2,2,0,0,0,0,1,0,0,0,0,3,4,9,445
90,56.03,1,2,3,0,0,0,0,1,0,0,0,0,3,4,7,416
91,56.03,1,2,4,0,0,0,0,0,0,0,0,0,3,4,7,356
92,56.03,1,2,2,0,0,0,0,0,0,0,0,0,4,4,8,463
93,62.03,1,2,2,0,0,0,0,0,0,0,0,0,4,4,1,475
94,56.03,1,2,3,0,0,0,0,1,0,0,0,0,3,4,7,182
95,56.03,1,2,4,0,0,0,0,1,0,0,0,0,3,4,7,294
96,56.03,1,2,3,0,0,0,0,1,0,0,0,0,3,4,6,391
97,56.03,1,2,4,0,0,0,0,1,0,0,0,0,3,4,7,359
98,56.03,1,2,3,0,0,0,0,1,0,0,0,0,3,4,5,178
99,56.03,1,2,3,0,0,0,0,1,0,0,0,0,3,4,9,203
100,60.03,1,2,4,0,0,0,1,0,0,0,0,0,3,4,10,323
101,56.03,1,2,3,0,0,0,0,1,0,0,0,0,3,4,3,270
102,56.03,1,2,3,0,0,0,0,1,0,0,0,0,3,4,4,478
103,56.03,1,2,4,0,0,0,0,1,0,0,0,0,3,4,6,276
104,60.03,1,2,4,0,0,0,0,0,0,0,0,0,4,4,7,362
105,56.03,1,2,3,0,0,0,0,0,0,0,0,0,3,4,6,444
106,56.03,1,2,3,0,0,0,0,0,0,0,0,0,3,4,6,173
107,56.03,1,2,4,0,0,0,0,0,0,0,0,0,3,4,6,242
108,56.03,1,2,4,0,0,0,0,0,0,0,0,0,3,4,9,301
109,56.03,1,2,2,0,0,0,0,0,0,0,0,0,3,4,8,480
110,56.03,1,2,4,0,0,0,0,0,0,0,0,0,3,4,2,381
111,56.03,1,2,4,0,0,0,0,0,0,0,0,0,3,4,6,291
112,56.03,1,2,4,0,0,0,0,0,0,0,0,0,4,4,9,220
113,0.0,0,2,4,1,0,0,0,0,0,0,0,0,5,2,1,905
114,0.0,0,2,3,0,1,0,0,0,0,0,0,0,3,2,10,954
115,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,2,7,418
116,0.0,0,2,4,0,0,0,0,0,0,0,0,0,4,2,6,666
117,0.0,0,2,4,0,0,0,0,0,0,0,0,0,4,2,9,774
118,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,2,9,947
119,0.0,0,2,4,1,0,0,0,0,0,0,0,0,1,2,8,648
120,44.03,1,2,4,0,0,0,0,0,0,0,0,0,1,2,8,470
121,0.0,0,2,3,0,0,0,0,0,0,0,0,0,1,2,3,783
122,0.0,0,2,4,0,0,0,0,0,0,0,0,0,2,2,9,14
123,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,2,10,866
124,38.03,1,1,4,0,1,0,0,0,0,0,0,0,5,2,9,991
125,38.03,1,1,3,0,0,0,0,0,0,0,0,0,3,2,3,349
126,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,2,10,998
127,0.0,0,2,3,0,1,0,0,0,0,0,0,0,3,2,10,882
128,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,10,909
129,0.0,0,2,4,0,1,0,0,0,0,0,0,0,2,2,9,838
130,0.0,0,2,4,0,1,0,0,0,0,0,0,0,2,2,10,994
131,0.0,0,2,4,0,1,0,0,0,0,0,0,0,2,2,10,821
132,0.0,0,2,3,0,1,0,0,0,0,0,0,0,2,2,9,901
133,0.0,0,2,4,0,1,0,0,0,0,0,0,0,2,2,10,923
134,0.0,0,2,4,0,1,0,0,0,0,0,0,0,2,2,8,970
135,0.0,0,2,4,0,1,0,0,0,0,0,0,0,2,2,10,841
136,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,8,908
137,0.0,0,2,4,0,1,0,0,0,0,0,0,0,2,2,8,937
138,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,2,10,934
139,0.0,0,2,4,0,1,0,0,0,0,0,0,0,5,2,9,890
140,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,9,765
141,37.03,1,2,4,0,1,0,0,0,0,0,0,0,4,2,8,902
142,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,2,10,998
143,0.0,0,2,2,0,1,0,0,0,0,0,0,0,4,2,9,934
144,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,9,982
145,0.0,0,1,4,1,0,0,0,0,0,0,0,0,3,2,4,227
146,0.0,0,1,3,1,0,0,0,0,0,0,0,0,3,2,8,915
147,0.0,0,1,4,0,1,0,0,0,0,0,0,0,3,2,8,873
148,0.0,0,1,3,0,1,0,0,0,0,0,0,0,3,2,9,842
149,0.0,0,2,4,0,0,0,0,0,0,0,0,0,6,2,7,894
150,0.0,0,2,3,1,0,0,0,0,0,0,0,0,3,2,8,594
151,0.0,0,2,3,0,1,0,0,0,0,0,0,0,3,2,10,999
152,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,7,867
153,0.0,0,2,3,0,0,0,0,0,0,0,0,0,4,2,7,756
154,0.0,0,2,3,0,0,0,0,0,0,0,0,0,4,2,7,749
155,0.0,0,2,2,0,0,0,0,0,0,0,0,0,4,2,7,235
156,0.0,0,2,4,1,0,0,0,0,0,0,0,0,5,2,5,918
157,41.03,1,2,4,0,0,0,0,1,0,0,0,0,5,2,7,232
158,73.03,1,2,4,0,0,0,0,1,0,0,0,0,5,2,7,344
159,62.03,1,2,4,0,0,0,0,1,0,0,0,0,5,2,1,251
160,94.03,1,2,4,0,0,0,0,1,0,0,0,0,5,2,5,263
161,98.03,1,2,4,0,0,0,0,0,0,0,0,0,6,2,7,485
162,62.03,1,2,4,0,0,0,0,1,0,0,0,0,5,2,2,388
163,94.03,1,2,4,0,0,0,0,1,0,0,0,0,5,2,8,444
164,94.03,1,2,4,0,0,0,0,1,0,0,0,0,5,2,9,328
165,0.0,0,2,4,0,0,0,0,1,0,0,0,0,5,2,1,456
166,0.0,0,2,4,0,0,0,0,1,0,0,0,0,5,2,6,772
167,0.0,0,1,4,1,0,0,0,0,0,0,0,0,4,2,4,862
168,30.03,1,1,4,0,0,0,0,0,0,0,0,0,4,2,3,480
169,30.03,1,1,4,0,0,0,0,0,0,0,0,0,4,2,7,215
170,0.0,0,1,4,0,0,0,0,0,0,0,0,0,4,2,4,675
171,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,6,531
172,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,5,174
173,49.03,1,2,4,0,0,0,0,0,0,0,0,0,4,2,2,495
174,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,4,409
175,0.0,0,2,4,0,0,0,0,0,0,0,0,0,4,2,6,824
176,0.0,0,2,4,1,0,0,0,0,0,0,0,0,2,1,5,625
177,33.03,1,1,4,0,1,0,0,0,0,0,0,0,2,1,9,926
178,32.03,1,1,4,0,0,0,0,0,0,0,0,0,2,2,10,235
179,32.03,1,1,4,0,0,0,0,0,0,0,0,0,2,2,9,185
180,35.03,1,1,4,0,0,0,0,0,0,0,0,0,2,1,10,294
181,0.0,0,2,3,0,1,0,0,0,0,0,0,0,2,1,9,860
182,0.0,0,2,2,0,1,0,0,0,0,0,0,0,2,1,9,901
183,0.0,0,2,4,0,1,0,0,0,0,0,0,0,2,1,8,979
184,0.0,0,2,4,0,1,0,0,0,0,0,0,0,2,1,9,864
185,0.0,0,2,4,0,1,0,0,0,0,0,0,0,2,1,9,975
186,0.0,0,2,4,0,0,0,0,0,0,0,0,0,2,1,2,591
187,0.0,0,2,4,1,0,0,0,0,0,0,0,0,3,2,6,847
188,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,2,9,836
189,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,2,1,535
190,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,2,7,980
191,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,5,809
192,0.0,0,2,4,0,0,0,0,1,0,0,0,0,4,1,9,634
193,0.0,0,2,4,0,0,0,0,1,0,0,0,0,4,1,9,809
194,0.0,0,2,4,0,0,0,0,1,0,0,0,0,4,1,7,681
195,0.0,0,2,4,0,0,0,0,1,0,0,0,0,4,1,6,789
196,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,10,684
197,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,8,544
198,0.0,0,2,4,0,0,0,0,1,0,0,0,0,4,1,9,668
199,0.0,0,2,4,0,0,0,0,1,0,0,0,0,4,1,9,550
200,0.0,0,2,4,0,0,0,0,0,0,0,0,0,4,2,1,787
201,0.0,0,2,3,1,0,0,0,0,0,0,0,0,3,2,9,671
202,0.0,0,2,3,0,0,0,0,0,0,0,0,0,3,2,8,859
203,0.0,0,2,3,0,0,0,0,0,0,0,0,0,3,2,9,609
204,0.0,0,2,3,0,0,0,0,0,0,0,0,0,3,2,7,797
205,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,2,7,860
206,0.0,0,2,3,0,0,0,0,0,0,0,0,0,3,2,10,805
207,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,2,7,505
208,0.0,0,2,3,0,0,0,0,0,0,0,0,0,3,1,4,16
209,0.0,0,2,3,0,0,0,0,0,0,0,0,0,3,2,3,537
210,73.03,1,2,4,0,0,0,0,0,0,0,0,0,5,2,9,246
211,73.03,1,2,4,0,0,0,0,0,0,0,0,0,5,2,8,253
212,77.03,1,2,4,0,0,0,0,0,0,0,0,0,5,2,7,469
213,65.03,1,2,4,0,0,0,0,0,0,0,0,0,5,2,4,416
214,73.03,1,2,4,0,0,0,0,0,0,0,0,0,5,2,7,297
215,73.03,1,2,4,0,0,0,0,0,0,0,0,0,5,3,8,380
216,0.0,0,2,4,0,0,0,0,0,0,0,0,0,5,2,8,927
217,0.0,0,2,3,0,0,0,0,0,0,0,0,0,5,2,7,931
218,0.0,0,2,2,1,0,0,0,0,0,0,0,0,5,2,7,753
219,47.03,1,2,3,0,0,0,0,0,0,0,0,0,5,2,4,189
220,0.0,0,2,3,0,0,0,0,0,0,0,0,0,5,2,9,667
221,0.0,0,2,3,0,0,0,0,0,0,0,0,0,5,2,6,667
222,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,8,881
223,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,10,871
224,47.03,1,2,4,0,1,0,0,0,0,0,0,0,4,2,9,901
225,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,2,10,820
226,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,2,10,913
227,0.0,0,2,3,0,0,0,0,0,0,0,0,0,4,1,2,886
228,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,1,382
229,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,9,818
230,0.0,0,2,2,0,1,0,0,0,0,0,0,0,5,2,9,895
231,0.0,0,2,2,0,0,0,0,0,0,0,0,0,5,2,7,612
232,0.0,0,2,2,0,0,0,0,0,0,0,0,0,5,2,7,981
233,0.0,0,2,2,0,1,0,0,0,0,0,0,0,5,2,9,980
234,0.0,0,1,3,1,0,0,0,0,0,0,0,0,3,2,9,916
235,26.03,1,1,4,0,0,0,0,0,0,0,0,0,3,2,7,286
236,0.0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,6,969
237,0.0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,6,970
238,0.0,0,1,3,0,0,0,0,0,0,0,0,0,3,2,9,650
239,0.0,0,1,3,0,0,0,0,0,0,0,0,0,3,2,7,700
240,0.0,0,2,4,1,0,0,0,0,0,0,0,0,3,4,7,229
241,36.03,1,2,4,0,0,0,0,0,0,0,0,0,3,4,7,195
242,36.03,1,2,4,0,0,0,0,0,0,0,0,0,3,4,4,252
243,36.03,1,2,3,0,0,0,0,0,0,0,0,0,3,4,5,269
244,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,8,569
245,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,8,802
246,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,6,666
247,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,7,296
248,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,2,234
249,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,8,643
250,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,4,8,503
251,0.0,0,2,4,0,1,0,0,0,0,0,0,0,3,4,9,991
252,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,9,947
253,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,8,784
254,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,2,279
255,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,9,980
256,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,7,988
257,0.0,0,2,3,0,1,0,0,0,0,0,0,0,3,4,10,923
258,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,9,697
259,0.0,0,2,4,0,0,0,0,0,0,0,0,0,5,4,6,324
260,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,7,587
261,0.0,0,2,4,0,0,0,0,0,0,0,0,0,3,4,8,930
262,0.0,0,2,4,0,0,0,0,0,0,0,0,0,5,4,8,994
263,0.0,0,2,4,0,0,0,0,0,0,0,0,0,5,4,1,873
264,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,4,10,919
265,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,4,8,871
266,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,9,506
267,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,9,854
268,51.03,1,1,4,0,1,0,0,0,0,0,0,0,4,2,9,901
269,38.03,1,1,4,0,1,0,0,0,0,0,0,0,4,2,10,955
270,38.03,1,1,4,0,1,0,0,0,0,0,0,0,4,2,9,920
271,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,9,856
272,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,9,898
273,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,9,865
274,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,10,828
275,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,8,910
276,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,8,863
277,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,9,939
278,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,9,909
279,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,10,854
280,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,9,903
281,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,2,9,841
282,0.0,0,2,4,1,0,0,0,0,0,0,0,0,6,2,4,928
283,31.03,1,1,4,0,0,0,0,0,0,0,0,0,6,2,6,185
284,37.03,1,1,3,0,0,0,0,0,0,0,0,0,6,2,8,416
285,43.03,1,1,3,0,0,0,0,0,0,0,0,0,6,2,4,367
286,37.03,1,1,3,0,0,0,0,0,0,0,0,0,6,2,2,261
287,35.03,1,1,4,0,0,0,0,0,0,0,0,0,6,2,4,363
288,37.03,1,1,4,0,0,0,0,0,0,0,0,0,6,2,7,258
289,35.03,1,1,4,0,0,0,0,0,0,0,0,0,6,2,9,191
290,37.03,1,1,4,0,0,0,0,0,0,0,0,0,6,2,10,425
291,47.03,1,1,4,0,0,0,0,0,0,0,0,0,6,2,9,478
292,0.0,0,2,3,0,1,0,0,0,0,0,0,0,6,2,8,813
293,0.0,0,2,3,0,1,0,0,0,0,0,0,0,6,2,9,964
294,0.0,0,2,3,0,0,0,0,0,0,0,0,0,6,2,10,315
295,0.0,0,2,3,0,0,0,0,0,0,0,0,0,6,2,3,779
296,0.0,0,2,2,0,0,0,0,0,0,0,0,0,6,2,9,673
297,0.0,0,2,2,0,0,0,0,0,0,0,0,0,6,2,1,239
298,0.0,0,2,2,0,0,0,0,0,0,0,0,0,6,2,8,683
299,0.0,0,1,3,0,0,0,0,1,0,0,0,0,3,2,8,790
300,26.03,1,0,4,0,0,0,0,1,0,0,0,0,3,2,8,308
301,0.0,0,1,2,0,0,0,0,1,0,0,0,0,3,2,7,987
302,0.0,0,1,2,0,0,0,0,1,0,0,0,0,3,2,8,754
303,0.0,0,1,2,0,0,0,0,1,0,0,0,0,3,2,9,888
304,0.0,0,1,2,0,0,0,0,1,0,0,0,0,3,2,6,906
305,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,2,902
306,0.0,0,2,4,1,0,0,0,0,0,0,0,0,4,2,7,850
307,0.0,0,2,3,1,0,0,0,0,0,0,0,0,4,2,7,889
308,0.0,0,2,4,0,0,0,0,0,0,0,0,0,4,2,7,873
309,0.0,0,2,3,0,0,0,0,0,0,0,0,0,4,2,7,646
310,0.0,0,2,4,0,0,1,0,0,0,0,0,0,6,2,9,792
311,0.0,0,2,3,1,0,0,0,0,0,0,0,0,5,2,8,632
312,0.0,0,2,2,0,1,0,0,0,0,0,0,0,4,2,8,886
313,0.0,0,2,2,0,1,0,0,0,0,0,0,0,4,2,8,885
314,0.0,0,2,3,0,0,0,0,0,0,0,0,0,4,2,6,621
315,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,2,9,873
316,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,2,10,907
317,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,2,9,887
318,0.0,0,2,3,0,1,0,0,0,0,0,0,0,4,2,9,874
319,0.0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,8,979
320,0.0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,4,708
321,0.0,0,1,4,1,0,0,0,0,0,0,0,0,2,2,5,717
322,0.0,0,1,3,0,0,0,0,0,0,0,0,0,2,2,10,621
323,0.0,0,1,3,0,0,0,0,0,0,0,0,0,2,2,3,470
324,0.0,0,1,3,0,0,0,0,0,0,0,0,0,2,2,6,182
325,0.0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,9,883
326,19.03,1,0,2,0,1,0,0,0,0,0,0,0,2,2,10,981
327,0.0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,10,885
328,0.0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,10,932
329,0.0,0,0,4,0,1,0,0,0,0,0,0,0,2,2,10,896
330,0.0,0,0,4,0,1,0,0,0,0,0,0,0,2,2,9,832
331,0.0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,8,871
332,0.0,0,2,4,0,0,0,0,0,0,0,0,0,4,3,10,241
333,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,3,9,899
334,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,3,8,808
335,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,3,8,927
336,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,3,9,977
337,0.0,0,2,4,0,1,0,0,0,0,0,0,0,4,3,9,815
338,0.0,0,2,4,0,0,0,0,0,0,0,0,0,4,3,8,527
339,0.0,0,1,3,0,0,0,0,0,0,0,0,0,3,2,5,144
340,0.0,0,1,3,0,0,0,0,0,0,0,0,0,4,2,8,946
341,0.0,0,1,4,0,0,0,0,0,0,0,0,0,4,2,8,856
342,0.0,0,1,3,0,0,0,0,0,0,0,0,0,4,2,4,579
343,0.0,0,1,3,0,0,0,0,0,0,0,0,0,4,2,10,637
344,0.0,0,1,3,0,0,0,0,0,0,0,0,0,3,2,8,297
345,0.0,0,1,2,0,0,0,0,0,0,0,0,0,4,2,7,806
346,0.0,0,1,3,0,0,0,0,0,0,0,0,0,3,2,10,924
347,47.03,1,2,4,0,0,0,0,1,0,0,0,0,4,1,3,327
348,50.03,1,2,4,0,0,0,0,1,0,0,0,0,5,2,9,493
349,47.03,1,2,4,0,0,0,0,1,0,0,0,0,4,1,8,377
350,47.03,1,2,4,0,0,0,0,1,0,0,0,0,4,1,4,303
351,47.03,1,2,3,0,0,0,0,1,0,0,0,0,4,1,7,284
352,23.03,1,2,4,0,0,0,0,1,0,0,0,0,4,1,9,377
353,63.03,1,1,4,0,0,0,0,1,0,0,0,0,4,1,7,243
354,63.03,1,1,4,0,0,0,0,1,0,0,0,0,4,1,10,403
355,63.03,1,1,4,0,0,0,0,0,0,0,0,0,5,2,1,459
356,63.03,1,1,4,0,0,0,0,0,0,0,0,0,4,1,6,296
357,42.03,1,1,3,0,1,0,0,0,0,0,0,0,5,2,9,913
358,40.03,1,1,4,0,0,0,0,1,0,0,0,0,4,2,9,489
359,41.03,1,1,4,0,0,0,0,1,0,0,0,0,4,2,7,241
